Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Identifier_DR,Item_Identifier_FD,Item_Identifier_NC,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Outlet_Sales
9,0.019586115,9,170.2474,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
14,0.030155224,6,214.7192,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
9.695,0.129008866,0,226.9404,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
19.35,0.118080437,13,222.6088,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
17.35,0.063207198,0,89.383,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
9.8,0.178622919,6,177.937,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
15.2,0.018942606,13,236.0248,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
5.655,0.085274988,6,165.05,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
10.5,0.010998932,13,164.3842,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
20,0.136124989,11,38.319,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
14.65,0.099535996,13,52.2666,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
16.5,0.074245348,3,208.2638,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
14.5,0.063962842,1,263.1594,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
8.6,0.090191431,9,112.9176,8,24,1,0,0,1,1,0,0,0,1,1,0,0,0
18.35,0.099026525,6,93.8462,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
11.5,0.173483253,6,129.0652,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
12.1,0.020568574,13,150.4734,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
14.6,0.151419185,14,50.3692,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
6.57,0.096862255,9,193.982,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
6.115,0.011437302,5,92.4488,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
7.75,0.082930699,5,35.2558,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
10.195,0.112859454,7,114.486,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
17.2,0.012036432,3,165.7184,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
13,0.030150193,3,61.422,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
6.26,0.009883257,10,149.8366,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
19.2,0.005583951,15,226.9062,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
13.65,0.078909166,4,186.724,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
12.15,0.042681522,10,184.295,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
13.65,0.04929502,6,150.505,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
17.7,0.116520447,13,186.0266,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
14.85,0.093652168,0,141.5812,7,19,1,0,1,0,1,0,0,0,1,0,1,0,0
17.1,0.074059474,6,209.0638,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
6.65,0.089196394,3,147.0734,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
16.7,0.07044068,4,216.885,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
7.075,0.022694623,5,98.8068,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
13.8,0.014661762,3,89.1172,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
20.25,0.148163564,9,232.7616,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
7.35,0.028711412,6,39.9454,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
7.47,0.152024355,5,211.8218,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
7.31,0.026843265,13,109.757,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
15.5,0.026280116,6,102.3332,1,34,1,0,1,0,0,1,1,0,0,0,0,1,0
17.85,0.053930934,1,196.5794,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
12.6,0.062797771,5,103.999,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
5.175,0.029490377,13,107.6622,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
6.75,0.107714834,4,97.8752,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
17.85,0.053930934,5,148.005,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
16.75,0.045230944,13,187.9556,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
6.675,0.041886576,13,92.1462,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
6.78,0.053930934,6,227.4694,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
8.575,0.072252888,4,196.5794,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
20.75,0.021370201,14,153.0024,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
9.3,0.111127966,1,63.1826,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
9.8,0.063946629,6,116.6492,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
9.5,0.085020342,7,188.7872,1,34,1,1,0,0,1,0,1,0,0,0,0,1,1
18.85,0.042891098,3,257.633,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
17.5,0.02687089,5,264.491,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
14.85,0.098803088,6,169.7474,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
7.97,0.057667173,14,172.1422,0,23,0,1,0,0,1,0,0,0,1,0,0,1,0
6.445,0.049697923,0,95.0436,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
16.2,0.127800388,5,177.037,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
14.5,0.128235818,0,104.1332,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
12.15,0.006727008,11,125.173,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
14.3,0.129783577,0,78.2328,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
20.7,0.048522793,6,39.6506,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
19,0.111902259,5,105.4622,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
5.885,0.092694107,3,53.6982,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
10.3,0.146172453,10,103.3648,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
6.13,0.076721393,4,59.4536,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
12.15,0.02573918,15,120.744,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
12.8,0.076214289,6,96.541,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
13.1,0.037639672,6,175.6054,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
20.5,0.032136417,5,83.9592,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
13.65,0.13187274,4,188.024,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
9.3,0.089144149,3,144.9786,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
18.1,0.022291121,6,93.6094,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
5.095,0.129766301,13,141.6838,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
7.685,0.025477448,8,145.276,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
10.8,0.048218142,0,42.2138,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
6.78,0.066298469,6,186.824,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
7.325,0.093307668,6,92.7146,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
11,0.1062679,1,123.2046,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
19.35,0.039920687,14,163.3868,6,17,1,1,0,0,0,1,0,0,1,0,1,0,1
11.65,0.01941154,7,40.3164,7,19,1,1,0,0,1,0,0,0,1,0,1,0,0
18.35,0.16147714,5,186.2266,4,36,0,0,1,0,0,1,0,0,1,1,0,0,1
9.8,0.013869809,14,47.406,7,19,1,1,0,0,1,0,0,0,1,0,1,0,0
13.8,0.141234932,4,263.7884,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
9.8,0.013898123,14,46.506,3,12,2,1,0,0,1,0,0,1,0,0,0,1,0
11.65,0.040318693,6,186.224,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
15,0.162348584,3,185.9266,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
18.85,0.042736348,3,255.933,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
10.3,0.053930934,6,115.7176,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
19.25,0.102349519,4,52.7956,2,14,1,0,1,0,1,0,0,0,1,0,1,0,0
9.1,0.304859104,0,125.4362,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
6.63,0.104445322,0,167.25,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
8.51,0.078339081,13,172.9422,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
5.51,0.034467286,8,96.7726,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
12.6,0.007468056,9,186.9556,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
5.985,0.095795326,5,128.4678,8,24,1,0,1,0,1,0,0,0,1,1,0,0,0
12,0.020407296,10,99.9042,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
13.8,0.064307102,6,77.3012,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
8.6,0.054601779,8,141.1154,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
15.7,0.045295529,5,181.366,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
16.35,0.104463896,6,227.1062,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
10.195,0.255394896,4,196.8794,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
6.445,0.029859711,0,94.1436,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
6.38,0.032028115,4,178.3344,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
18.85,0.091051579,7,127.4336,7,19,1,1,0,0,1,0,0,0,1,0,1,0,0
6.36,0.00599072,9,163.6526,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
11.5,0.017642229,8,131.8626,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
16,0.115032648,6,58.0246,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
15.85,0.043226398,15,37.5164,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
18.5,0.056816465,11,132.1284,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
16.1,0.06302467,4,181.6318,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
9.5,0.031131455,6,111.0228,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
11.35,0.042949109,6,199.5742,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
6.69,0.064625342,10,176.937,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
10.5,0.0481669,4,48.8376,1,34,1,0,1,0,0,1,1,0,0,0,0,1,0
13.15,0.092811105,9,159.7604,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
14,0.073462632,13,52.364,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
14.5,0.089343433,8,157.3604,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
9.3,0.013951504,13,199.9084,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
11.1,0.063079544,5,175.7712,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
17.75,0.156701315,4,240.7538,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
20.1,0.077439606,8,60.6536,6,17,1,0,0,1,1,0,0,0,1,0,1,0,0
7.55,0.031007381,6,123.4072,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
7.39,0.092927148,9,249.5066,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
15,0.153861181,15,108.5938,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
13.5,0.021583971,6,179.5976,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
20.5,0.019199733,5,84.3592,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
18.35,0.094488071,6,87.1882,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
12.65,0.053930934,10,109.1938,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
12.85,0.033220169,6,196.6768,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
14.1,0.067148407,13,200.4084,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
18.85,0.167444431,9,194.6136,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
10,0.045848263,5,138.518,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
20.7,0.039055756,9,152.3366,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
20.75,0.021250002,14,150.5024,8,24,1,1,0,0,1,0,0,0,1,1,0,0,1
7.475,0.013056494,9,215.9192,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
12.5,0.187841082,3,119.244,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
20,0.028167478,6,45.5744,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
14.35,0.080203852,0,77.996,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
11.3,0.053930934,10,196.8426,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
18.35,0.030347404,8,192.5162,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
9.895,0.168780385,14,236.8564,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
14.15,0.03546967,3,256.3014,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
16,0.060942632,15,225.6404,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
5.305,0.047220268,10,181.9608,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
14.35,0.017135155,8,109.8228,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
8.97,0.092937216,9,54.6956,1,34,1,0,0,1,1,0,1,0,0,0,0,1,0
8.05,0.07884393,6,257.0646,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
11.35,0.053930934,13,101.5016,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
7.895,0.061163967,2,59.2588,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
12.8,0.053930934,6,115.3492,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
20.7,0.047684831,4,212.5876,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
9.8,0.026992588,10,127.302,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
15.5,0.103356186,13,142.847,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
9.8,0.106816919,6,114.2492,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
5.48,0.015138834,5,81.925,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
8.8,0.071540443,13,210.6612,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
7.81,0.067730081,14,242.6486,3,12,2,1,0,0,1,0,0,1,0,0,0,1,1
13.35,0.139669224,5,147.6392,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
11.8,0.022824491,8,177.0686,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
9.6,0.029500321,9,46.2086,5,36,3,0,0,1,1,0,0,1,0,0,0,1,0
17.7,0.291865402,6,115.1834,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
5.785,0.038756864,6,260.7252,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
7.235,0.099962524,13,193.8452,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
16,0.173574402,9,214.0902,4,36,0,0,0,1,1,0,0,0,1,1,0,0,1
19.25,0.180820798,9,35.9558,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
10.195,0.108004532,13,148.7076,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
20.75,0.021336565,14,153.6024,3,12,2,1,0,0,1,0,0,1,0,0,0,1,1
12.15,0.06227604,15,37.9532,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
6.78,0.085392428,6,226.7694,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
17.7,0.135306012,15,183.7924,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
7.935,0.031866022,9,261.291,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
15.5,0.210375806,6,178.2028,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
14,0.02976887,4,145.4786,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
11.35,0.06321435,4,88.3856,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
6.48,0.033952603,13,148.2076,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
9.395,0.039954281,11,82.4908,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
15.2,0.021327477,3,216.8824,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
17.6,0.010055503,13,163.7552,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
19.85,0.053980686,12,196.8768,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
17.25,0.125224466,2,41.248,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
20.1,0.054445198,5,151.7366,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
8,0.030311951,1,247.4092,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
18,0.039071642,13,145.3418,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
17.75,0.029510313,6,141.9838,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
11.65,0.033851785,12,112.186,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
7.475,0.075881475,9,155.2656,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
13.1,0.020853376,4,117.4782,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
6.465,0.124758619,3,264.1884,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
19.6,0.083862625,8,44.077,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
9.895,0.060188932,9,233.0642,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
15.6,0.046023105,13,169.2132,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
11.6,0.062903297,8,100.4042,0,23,0,0,0,1,1,0,0,0,1,0,0,1,0
13.65,0.073209447,5,197.6426,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
13.5,0.017887238,13,79.496,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
16.5,0.028395167,13,91.7146,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
8.115,0.032152786,3,157.3972,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
11.35,0.063226306,4,87.9856,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
15.1,0.0552059,6,219.4166,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
13,0.083009876,9,61.1194,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
7.5,0.05074138,3,123.2072,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
17.85,0.019671473,13,214.756,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
9.27,0.10818157,4,149.605,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
18.25,0.183142346,4,110.357,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
15,0.044908404,8,140.2838,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
8.6,0.054474158,1,131.031,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
7.865,0.106907604,2,162.8526,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
11.8,0.094817105,7,77.9012,4,36,0,1,0,0,1,0,0,0,1,1,0,0,0
19.75,0.012437935,6,189.9872,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
18.7,0.070979698,5,229.501,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
19.1,0.096715523,6,235.0958,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
13.5,0.055301055,8,34.6874,2,14,1,0,0,1,1,0,0,0,1,0,1,0,0
15.15,0.027644732,0,149.4708,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
5.945,0.053930934,9,128.9652,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
18.85,0.036037952,10,58.4562,8,24,1,0,1,0,1,0,0,0,1,1,0,0,0
12.15,0.130544568,5,248.046,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
19.6,0.023988387,9,104.5964,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
15.5,0.042464962,0,81.5934,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
14,0.105573769,5,143.9812,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
10,0.021425341,9,250.175,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
19.6,0.09370568,9,253.8698,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
15.75,0.141398626,7,250.5382,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
20.2,0.112321218,9,123.6046,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
8.71,0.139228412,3,49.5376,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
12.65,0.105265475,14,159.9578,0,23,0,1,0,0,1,0,0,0,1,0,0,1,0
18,0.008554102,0,79.3618,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
9.3,0.175060504,13,106.7964,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
20.6,0.04551031,8,149.6392,7,19,1,0,0,1,1,0,0,0,1,0,1,0,0
15.85,0.043322254,15,39.6164,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
9.3,0.11144608,1,64.6826,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
11.3,0.066358426,9,195.2478,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
13.5,0.068256316,4,60.9562,2,14,1,0,1,0,0,1,0,0,1,0,1,0,0
6.635,0.046350909,5,37.4506,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
6.75,0.108679906,4,95.6752,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
8.895,0.13842353,5,163.0236,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
17,0.016055615,13,228.4352,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
18.35,0.092226754,5,184.4266,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
12.3,0.076183667,9,245.646,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
16.2,0.033568871,14,74.9696,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
11.1,0.035853059,5,176.8712,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
19,0.026963909,9,129.8336,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
8.93,0.028461453,4,152.234,9,22,1,1,0,0,1,0,0,1,0,1,0,0,1
7.27,0.071064499,14,114.4518,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
5.73,0.045334098,14,87.0882,1,34,1,1,0,0,1,0,1,0,0,0,0,1,1
11.8,0.09357779,13,125.9704,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
13.65,0.077548732,8,55.093,3,12,2,0,0,1,1,0,0,1,0,0,0,1,0
11.15,0.032387589,8,164.3526,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
7.905,0.016758569,13,250.4408,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
13.5,0.105893301,0,86.254,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
9.5,0.036921781,10,194.2452,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
8.695,0.119721451,9,95.5094,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
13.35,0.102670882,4,228.6352,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
20.35,0.060699725,0,233.3616,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
9.8,0.045358609,0,36.1874,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
10.65,0.048785427,11,163.9526,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
18.7,0.156304192,13,256.3672,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
21.25,0.024795057,9,147.4102,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
9.695,0.047429578,5,245.8144,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
7,0.151279591,3,107.028,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
6.96,0.077178965,14,93.1146,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
7.365,0.074517508,6,227.372,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
8.985,0.057827101,5,128.831,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
10.1,0.024213342,3,116.715,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
10.85,0.028674471,9,115.1808,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
19.2,0.164438907,5,188.4214,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
14.6,0.042923071,6,109.8254,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
8.85,0.112119359,14,123.0388,5,36,3,1,0,0,0,1,0,1,0,0,0,1,1
19.1,0.177629525,9,173.9422,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
11.5,0.053930934,13,119.5124,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
8.395,0.053930934,13,98.7042,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
10.5,0.117149075,0,164.121,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
12.5,0.031176157,6,103.099,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
14.35,0.017065268,8,109.5228,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
12.15,0.042855388,10,181.695,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
18.85,0.293417759,9,194.6136,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
9.6,0.022278477,1,102.499,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
15,0.058513255,13,46.9744,7,19,1,0,1,0,1,0,0,0,1,0,1,0,0
10.395,0.112324552,13,60.622,7,19,1,0,1,0,1,0,0,0,1,0,1,0,0
18.2,0.012607876,13,139.818,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
14.35,0.017108186,8,110.3228,3,12,2,0,0,1,1,0,0,1,0,0,0,1,0
10.65,0.085119855,13,229.8668,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
17.6,0.018982338,8,237.059,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
16.2,0.050442528,9,190.8162,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
14.35,0.080527065,0,79.296,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
15.15,0.046496777,0,149.6708,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
5.765,0.071948252,5,121.6098,5,36,3,0,1,0,1,0,0,1,0,0,0,1,0
10.5,0.052511611,5,90.783,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
12.15,0.053930934,9,117.615,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
5.825,0.091857904,9,160.7894,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
6.235,0.119157788,9,263.791,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
7.09,0.007180374,0,47.4034,5,36,3,0,1,0,1,0,0,1,0,0,0,1,0
12.35,0.163910938,9,119.2124,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
19.85,0.06478563,8,123.7704,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
